0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,sff_bar_1x2,sff_bar_2x1,sff_bar_1x3,sff_bar_3x1,sff_block_2x2,sff_block_3x3,sff_block_2x3,sff_block_3x2,sff_L_2x2_up_right,sff_pixel_1x1,bucket,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Class 0,Class 1,Class 2,Class 3
1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.777777778,0.777777778,0.7,0.7,0.703703704,0.5,0.611111111,0.611111111,0.049382716,0.84,2,7.10067368,-1.322589593,1.61638788,-0.039386144,-0.083733339,1.126742254,-0.342017449,0.192549387,-0.623978908,-0.490238124,-1.005397831,0.605347697,-0.915054163,0.393175668,1.329344962,0.207192358,1.144477778,0,0,1,0
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0.355555556,0.466666667,0.2,0.35,0.185185185,0,0,0.138888889,0.049382716,0.6,2,-2.587714158,-0.926990134,2.932499056,-0.036526858,1.076324657,-3.077833163,-1.154242187,1.331808532,-0.528273441,0.263167548,0.537594131,-1.128008782,0.776914934,-0.692021801,-0.117457129,0.643120933,-0.170905659,0,0,1,0
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0.6,0.466666667,0.55,0.3,0.308641975,0.0625,0.222222222,0.166666667,0.061728395,0.72,2,0.812115051,-0.608518597,-2.383811653,0.636263265,1.998875246,-0.427570136,-1.089260012,-2.411647547,-1.487679046,-1.275161876,0.698859243,-1.568285766,0.341415189,0.472059692,0.264140845,0.229502062,0.093124031,0,0,1,0
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0.688888889,0.688888889,0.65,0.6,0.555555556,0.375,0.5,0.444444444,0.049382716,0.8,2,5.2057662,-1.354344633,0.936303631,-1.151242106,0.643035584,-2.167165639,-0.542222036,-0.518755835,-0.801718252,-1.505866773,0.544025729,-0.304930604,-0.651446676,0.990944491,0.455977985,-0.502466253,-0.110287385,0,0,1,0
1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0.555555556,0.644444444,0.4,0.55,0.456790123,0.3125,0.333333333,0.388888889,0.061728395,0.72,2,2.831831775,-1.389413822,0.024061759,-1.847393905,1.379816229,-0.490864053,1.758117474,-0.327551153,0.72798015,-2.056877562,-0.602714182,0.356850522,-0.523579347,0.090960951,0.449728251,-0.121456853,0.448200067,0,0,1,0
1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0.333333333,0.466666667,0.2,0.35,0.160493827,0,0.055555556,0.055555556,0.086419753,0.6,2,-3.140114562,1.991892457,1.415613352,0.436410176,1.779266106,-1.193764689,-0.50574154,1.672635417,-1.192781798,-1.191300565,0.060358917,1.453941824,-1.59112222,-0.175803715,-1.6061007,0.135005982,0.127146335,0,0,1,0
1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0.422222222,0.355555556,0.25,0.25,0.135802469,0,0.083333333,0.055555556,0.111111111,0.6,2,-3.399780219,2.851954111,0.450284805,0.534657687,0.41398087,-0.242147061,0.056275485,2.052892405,-0.964039415,-1.102897533,1.869208284,-0.777725257,-0.73539606,2.227325175,-1.599103738,-0.545887208,1.414648843,0,0,1,0
1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0.688888889,0.644444444,0.6,0.5,0.50617284,0.3125,0.388888889,0.388888889,0.061728395,0.8,2,4.351681966,-0.126385435,-1.900914055,1.350092855,0.083952361,-1.287868674,0.531525859,0.285167195,1.023677078,-0.013584355,-0.695745243,-0.287102417,-0.083607541,0.474756667,-1.951943942,0.354844367,0.963818225,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.866666667,0.866666667,0.8,0.8,0.802469136,0.625,0.722222222,0.722222222,0.049382716,0.92,2,9.595357331,0.1324952,0.485511766,0.254025816,-0.541585561,0.977117239,0.079919717,1.120272253,-0.385301675,0.817261248,0.141677862,-0.76361231,-0.27688206,0.862975857,0.223206215,0.770016095,0.342445226,0,0,1,0
1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.511111111,0.466666667,0.45,0.3,0.358024691,0.0625,0.277777778,0.166666667,0.037037037,0.6,2,-0.600725871,-3.624823323,-0.415717037,2.019219498,0.994504937,-0.584225693,-0.362223844,0.078871754,-0.868411308,0.749505226,-2.650358479,-1.260337925,0.093567346,-0.506061558,0.139273547,0.65784226,0.466482692,0,0,1,0
1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0.555555556,0.488888889,0.4,0.3,0.333333333,0,0.138888889,0.166666667,0.074074074,0.68,2,-0.358587381,-1.11712492,-2.303762355,0.219335883,1.451338955,1.819363295,0.671379273,-0.89572561,-0.533475832,0.659122316,-0.826883852,0.440769399,-1.150352032,-0.073338003,0.953871965,-0.055682881,1.00819224,0,0,1,0
1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0.4,0.511111111,0.25,0.35,0.234567901,0,0.111111111,0.138888889,0.098765432,0.64,2,-1.459662559,0.757458326,-2.747691482,-2.050480827,1.103133282,-0.90784529,0.823059974,-0.359612461,-0.335914435,-2.011427547,1.642335619,-0.55863669,0.809091398,-1.75350247,0.9555957,-0.220884742,0.918154089,0,0,1,0
1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0.4,0.422222222,0.25,0.25,0.185185185,0,0,0.083333333,0.098765432,0.6,2,-3.28194459,-2.637224157,-0.146530018,-0.419680279,0.899585973,-0.347689864,1.277721844,1.458098771,-1.404111326,-1.25554134,0.19635299,1.033362742,2.15203138,-0.351366029,0.693681732,1.623635649,0.1802009,0,0,1,0
1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.311111111,0.377777778,0.2,0.25,0.185185185,0,0.111111111,0.027777778,0.061728395,0.48,2,-3.636676715,2.41340086,-1.552284493,-2.431064554,1.141724375,0.895563795,0.337457904,-0.615566258,0.449003726,0.115994728,-0.838326187,-0.657155145,1.507385171,-0.281855284,0.999352135,0.138490803,-0.70756853,0,0,1,0
1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0.377777778,0.466666667,0.3,0.35,0.259259259,0,0.166666667,0.111111111,0.061728395,0.56,1,-2.060460935,2.098775113,2.755651246,-1.985209044,1.171888775,-0.665717228,-1.050392406,0.048803492,0.089775663,0.049810228,0.775093975,-0.082716143,-1.635855329,0.972883758,0.488472077,0.413293032,-0.663496631,0,1,0,0
1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0.6,0.533333333,0.5,0.45,0.432098765,0.25,0.361111111,0.333333333,0.061728395,0.68,2,1.854726038,-2.754447394,0.755051286,1.202528316,0.341900022,1.18829659,1.094258072,-1.72708968,-0.611211545,-0.204102099,-0.161081214,0.934209905,-1.269398749,-0.512593845,-0.292148516,0.295624576,-1.405333997,0,0,1,0
1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0.511111111,0.333333333,0.4,0.2,0.209876543,0,0.111111111,0.055555556,0.061728395,0.6,2,-2.291135907,-1.806451898,1.418339202,2.137188967,-1.833585866,-1.768538965,1.314968295,1.716148228,0.511172279,1.103312269,0.10471288,-0.337128656,1.223881605,-0.44993386,-0.575325337,0.388512917,0.289125823,0,0,1,0
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0.644444444,0.644444444,0.5,0.55,0.50617284,0.25,0.333333333,0.388888889,0.074074074,0.76,2,3.281411217,-1.024333426,0.684082817,-1.337193421,-0.912191504,1.554478535,0.12941001,1.057808333,0.587024969,0.161332383,0.404471878,0.184476654,-1.303800476,1.399836382,-0.805184678,-0.474201147,0.069582667,0,0,1,0
1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0.466666667,0.488888889,0.3,0.35,0.283950617,0,0.083333333,0.166666667,0.061728395,0.64,3,-1.626144074,2.841072175,0.011164238,-0.93798101,-0.437268842,-1.726638895,1.431803947,0.189720146,-1.976207186,-0.416156188,-1.949124446,-0.458705297,-0.823266326,-0.041267934,0.225030303,-0.345676003,1.18031759,0,0,0,1
1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0.511111111,0.644444444,0.4,0.6,0.407407407,0.25,0.333333333,0.333333333,0.049382716,0.72,2,2.829372403,-0.204632095,-1.867611678,0.040108046,-0.606192065,0.255496586,2.667569323,-1.705823865,1.158394723,-0.083200855,-0.368504019,-0.913716636,0.001601618,0.203454257,0.336896866,0.87027029,-1.10861015,0,0,1,0
1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0.577777778,0.466666667,0.5,0.3,0.333333333,0.125,0.222222222,0.194444444,0.061728395,0.68,0,0.724197665,0.714150689,-1.892016592,0.89058429,0.292329505,0.336703701,0.078633344,1.809340978,1.840751419,1.335887012,-0.428002596,0.411205658,-0.176866078,-1.54895936,-0.683028609,0.009203049,-0.189400602,1,0,0,0
1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0.466666667,0.511111111,0.35,0.35,0.259259259,0,0.166666667,0.111111111,0.086419753,0.68,2,-0.691916514,-0.070847726,-3.754715092,-1.016093175,0.977013936,-1.184465001,0.133156082,-0.757475653,-1.534100826,-1.925511267,0.677645401,-0.640642156,0.760421029,0.153305015,1.338302713,0.817961978,0.254431094,0,0,1,0
1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0.644444444,0.666666667,0.55,0.6,0.530864198,0.4375,0.472222222,0.5,0.061728395,0.76,2,4.780221349,-0.507127245,0.136043859,1.186894539,-0.375482028,-0.105366329,-1.357451031,0.680030279,1.388535307,-0.68127464,0.648241883,-0.595926376,-1.078085608,0.648134822,1.507663325,0.132973526,1.031313403,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0.6,0.688888889,0.45,0.65,0.50617284,0.25,0.333333333,0.444444444,0.049382716,0.76,3,3.941525889,0.464359046,-1.664341512,-3.295026401,0.295954728,-0.646129615,0.49825943,0.459036641,0.109883265,-0.960313213,-0.853425837,-0.191859654,0.403236091,-0.349848768,-1.058571726,0.647205673,-1.21247069,0,0,0,1
1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0.355555556,0.377777778,0.2,0.25,0.135802469,0,0.055555556,0.027777778,0.098765432,0.56,2,-3.909447666,0.976216776,0.574401825,-0.369030545,-0.553200976,1.2922669,0.448705673,0.106799317,-1.19555896,0.651492543,1.29951344,1.623211678,-1.65083644,-2.006778631,-0.429364596,-1.250760494,0.189610025,0,0,1,0
1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0.444444444,0.466666667,0.3,0.35,0.283950617,0.125,0.166666667,0.194444444,0.061728395,0.6,2,-1.270685067,1.238864587,1.788785726,-0.249626024,-1.58842491,0.808995658,-1.361544929,-0.058665741,-0.667118866,0.5365835,-0.441401598,2.259459429,-0.362374958,-0.644480654,-0.662347727,-0.330978361,-0.936067227,0,0,1,0
1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0.444444444,0.488888889,0.25,0.35,0.259259259,0,0.083333333,0.138888889,0.074074074,0.64,1,-1.359879383,0.322657121,-2.1457599,-1.844501611,-0.202312132,-0.622884324,0.668417517,1.04524713,0.617261893,0.990464468,-0.53720244,0.161408368,-0.852948448,-1.323529801,0.342762787,-1.567975829,1.798382647,0,1,0,0
1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0.377777778,0.466666667,0.25,0.4,0.209876543,0,0.111111111,0.111111111,0.074074074,0.6,2,-2.076300364,3.246451358,-0.118809532,-0.992862973,-1.057316579,-0.55570472,1.029180085,-1.681676531,-0.330491312,1.769287599,-0.166420004,0.783308675,-0.002133405,1.715753794,-0.320555375,2.168395086,0.300775511,0,0,1,0
1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.577777778,0.511111111,0.45,0.4,0.382716049,0.125,0.222222222,0.25,0.074074074,0.68,2,0.339497585,1.009740149,1.792539839,0.906995391,-1.423106168,0.204233197,0.837171036,0.103250742,-1.60801066,-1.458595964,-0.134046526,1.587442846,0.107676316,-1.282705301,0.471550068,-0.264888191,-0.108495849,0,0,1,0
1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0.333333333,0.355555556,0.25,0.25,0.135802469,0,0.083333333,0.055555556,0.061728395,0.52,1,-3.645664053,3.131223432,0.32359378,-1.177569181,-0.96511516,-1.745119524,-2.189252216,-0.14394887,-0.163660576,0.245002145,-0.54346611,-1.088360656,-1.512814739,0.376603748,0.235091122,-0.521690968,0.994953717,0,1,0,0
1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0.377777778,0.511111111,0.2,0.45,0.259259259,0,0.055555556,0.222222222,0.037037037,0.6,2,-1.588298513,1.674069072,2.428155596,1.674584269,1.273954035,-1.857709238,-1.628636713,-0.92657826,-0.091382471,-0.631987186,-1.604605593,-0.191010124,-1.81556548,-0.456090797,0.159174811,0.08105814,0.311204648,0,0,1,0
1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0.377777778,0.488888889,0.2,0.45,0.234567901,0,0.083333333,0.166666667,0.061728395,0.6,2,-1.359290148,-0.063321452,-2.367839368,-1.53027012,-2.415236696,0.818893562,1.242517055,-0.49897856,0.686788638,-1.706527365,-0.83591887,-0.981317102,-0.673782572,-0.426639008,0.072150391,-0.870667962,-0.505513571,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0.711111111,0.6,0.65,0.45,0.530864198,0.375,0.444444444,0.416666667,0.049382716,0.76,2,4.431900753,0.688546866,-0.591858859,1.782572447,-1.46456795,-0.290871658,0.500086671,1.374158267,1.244414448,1.893516631,0.415486954,0.173414035,0.278141271,-0.050435808,0.647592187,0.484873844,0.404673072,0,0,1,0
1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.4,0.377777778,0.2,0.3,0.185185185,0,0,0.138888889,0.061728395,0.56,0,-3.01861821,-2.065824268,0.595628996,-2.104871079,-1.630441699,-0.116064414,-0.377506205,0.234428365,0.686273414,-0.352238633,-1.967947187,0.206583779,1.838546133,-0.635116868,0.37750862,1.30816449,1.184734659,1,0,0,0
1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0.377777778,0.4,0.2,0.3,0.185185185,0,0.083333333,0.111111111,0.086419753,0.56,2,-2.997053774,2.656552278,1.222077982,1.503994412,1.339595804,0.430005732,-0.761933375,0.755511905,0.646361703,-1.963538786,0.342112675,-0.015674429,-0.403169394,1.493865288,-1.67337438,0.411765724,0.516695807,0,0,1,0
1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0.288888889,0.333333333,0.2,0.2,0.111111111,0,0,0.055555556,0.074074074,0.48,0,-4.610439659,-2.056158066,1.822739189,-0.61060993,1.947969822,0.448797528,-1.221980771,-0.417122141,0.065504375,0.040053504,1.495018832,-1.294759335,0.499729673,-1.885877957,0.995793762,-0.016621677,0.619325669,1,0,0,0
1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0.6,0.488888889,0.55,0.4,0.333333333,0.1875,0.25,0.277777778,0.074074074,0.72,2,1.651399264,-0.13264896,-1.422906848,-0.207225719,-1.899814724,-1.765192499,-1.404769624,0.597931075,0.747061435,-1.637085694,0.43227534,-0.540446811,-0.434636948,1.00100485,-1.184680322,-0.711508013,-0.068233163,0,0,1,0
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0.533333333,0.555555556,0.45,0.5,0.382716049,0.3125,0.333333333,0.361111111,0.061728395,0.68,3,1.990557905,-0.976765516,1.098166187,-0.105852137,1.567633302,-1.109549148,-1.013076194,-1.699965218,0.143848849,-2.172461336,0.599470255,0.465936581,0.349336802,-0.100487302,0.534154777,-0.910890392,0.393936605,0,0,0,1
1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.377777778,0.377777778,0.2,0.25,0.160493827,0,0.055555556,0.055555556,0.086419753,0.56,2,-3.763780735,-2.041502589,1.13332347,0.564940459,-0.988915365,0.452185168,2.307003684,0.21937862,-1.215493127,1.536997453,1.754929974,-1.442741712,0.598346769,-0.368696296,-0.513214417,-0.7373309,-0.578597658,0,0,1,0
1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0.444444444,0.555555556,0.25,0.5,0.333333333,0.0625,0.166666667,0.25,0.061728395,0.64,2,0.0227235,1.149705448,-2.161838949,-3.303267883,-0.860795578,-0.703183841,-0.799690943,-0.537830204,0.285955995,0.922905067,-0.073735954,-0.711488977,0.248118871,-1.170396564,0.676040185,-0.509645595,0.329419522,0,0,1,0
1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0.466666667,0.4,0.35,0.25,0.234567901,0,0.083333333,0.111111111,0.074074074,0.6,1,-2.448917545,-0.925523514,0.753944724,0.961369713,-0.621802005,1.142152037,0.24401398,-0.072305006,-1.190580013,-0.308829354,-0.325439203,-0.767374046,1.594330961,1.816596652,0.025174971,-1.524932436,0.004739021,0,1,0,0
1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.577777778,0.555555556,0.5,0.4,0.432098765,0.125,0.333333333,0.25,0.049382716,0.68,2,0.812346261,-2.870035711,1.361363122,0.825035328,0.289408227,0.353620292,0.454770832,-0.180168515,-2.396009871,0.60406128,-1.149925316,-1.678751162,1.316703578,-0.282918985,0.919496278,-0.07957239,0.661852436,0,0,1,0
1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0.355555556,0.288888889,0.25,0.25,0.086419753,0,0,0.083333333,0.061728395,0.52,1,-3.726931247,-1.960011429,0.994720583,0.171521014,-3.086041317,-0.983149766,-2.121124298,1.515399954,1.161278174,0.830107296,1.059033524,-0.632820446,0.307809706,-0.618376297,0.065610929,0.682374993,-0.861983014,0,1,0,0
1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0.377777778,0.488888889,0.2,0.4,0.234567901,0,0.083333333,0.111111111,0.061728395,0.6,2,-1.730021627,-0.409911376,-2.834191353,-2.711793853,0.803545439,0.437045093,0.646009331,-0.524200475,-0.379942626,-1.64470733,-1.226472415,-0.560964731,0.145555471,0.421354989,0.487557883,-0.607434333,-0.82230008,0,0,1,0
1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0.422222222,0.444444444,0.35,0.35,0.234567901,0.125,0.194444444,0.166666667,0.074074074,0.6,2,-1.081322197,0.200509062,-0.700206279,1.044264284,3.125128286,-0.140118358,0.831592598,-0.07757663,1.032683315,-0.162181243,0.072963252,1.379040847,0.751276319,-0.461823728,0.001432145,-0.667919872,-0.240119143,0,0,1,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0.711111111,0.577777778,0.65,0.55,0.50617284,0.4375,0.472222222,0.472222222,0.061728395,0.76,3,4.641159963,-0.003778301,0.688441777,0.769008857,-2.003375781,-1.500097497,0.638716028,-1.153447412,0.198541585,-0.503333997,1.70407589,-0.434330238,0.061885778,0.481257444,0.595022259,-1.089478815,-0.124833574,0,0,0,1
1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.577777778,0.5,0.4,0.432098765,0.0625,0.305555556,0.222222222,0.049382716,0.72,2,1.288699525,-2.367415756,-0.650437673,0.505079272,0.367806822,-0.751870112,0.327531924,0.450164698,-1.771328073,0.231127031,-2.397939876,1.563161315,-0.355060803,0.170884309,-0.255573609,0.444206825,-1.37715046,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0.711111111,0.733333333,0.6,0.7,0.62962963,0.4375,0.5,0.583333333,0.049382716,0.8,2,6.096056067,0.967150341,0.702230224,-0.005775246,-2.186029175,1.376364248,-0.440762033,0.331447509,0.114288861,1.399709261,0.85268622,-0.162517668,0.680235727,0.685764991,-0.055441543,0.297742598,-0.4320876,0,0,1,0
1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0.333333333,0.288888889,0.25,0.15,0.061728395,0,0.055555556,0,0.086419753,0.52,1,-4.615532362,1.640464438,1.598919885,0.791880033,-0.519672441,-0.343498532,-1.299960318,-1.948283275,-0.762530148,0.982035356,1.201832733,1.747273188,-1.600912805,1.543635303,-0.119595576,0.948782097,-0.650121637,0,1,0,0
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0.533333333,0.688888889,0.3,0.65,0.481481481,0.125,0.222222222,0.416666667,0.037037037,0.72,2,2.455623015,1.18280543,-0.937579255,-3.412402516,-0.784714716,0.939041229,-0.760039583,-0.27146043,-0.441634674,1.346071135,-1.113703856,-1.429579067,0.104713655,-1.178457145,-0.317053562,-1.099837969,0.022092209,0,0,1,0
1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0.511111111,0.622222222,0.25,0.6,0.382716049,0,0.083333333,0.333333333,0.061728395,0.72,2,0.886104147,0.091991979,-1.238925404,-1.2453917,-2.973672943,1.690362254,-0.921052424,1.186005829,-1.269713182,0.171595735,0.179801826,-0.442210155,-1.187312076,0.577051486,0.16261444,-0.562046425,-0.306845439,0,0,1,0
1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0.333333333,0.311111111,0.25,0.2,0.086419753,0,0.083333333,0,0.086419753,0.52,0,-4.133104007,2.08367255,0.852968805,0.502779674,0.661643023,1.129533286,1.508111548,-3.015066453,0.537702114,0.365591508,0.482306581,0.832661107,-1.67386317,0.061407347,-0.121438521,0.902558438,0.403755905,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0.444444444,0.6,0.4,0.55,0.333333333,0.25,0.333333333,0.25,0.061728395,0.68,2,1.456115364,2.215221701,0.25502411,-0.436216066,2.101591426,-2.674503243,0.277548661,0.895200988,0.744163535,0.406399124,1.214027454,-0.074061497,0.332586139,-1.148555684,0.204637749,0.326281641,-0.484369741,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0.711111111,0.644444444,0.6,0.6,0.530864198,0.375,0.444444444,0.472222222,0.049382716,0.8,3,5.084305356,0.552700349,-0.510428161,-0.070616381,-1.352023007,-2.472734771,0.682016321,-1.598557959,-0.292765701,0.469640494,0.649630046,0.152856331,0.73672744,-0.649590427,0.777232653,0.386910309,0.176708442,0,0,0,1
1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0.511111111,0.488888889,0.4,0.45,0.333333333,0.1875,0.25,0.277777778,0.061728395,0.64,3,0.580243842,1.19800173,0.615665198,0.703516376,-2.560441248,0.050388237,-0.941440348,-0.359266712,0.115500148,-1.658294623,0.771879366,0.136878256,1.076854072,-0.368117637,0.923479396,-0.759768198,-1.350371997,0,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0.666666667,0.666666667,0.55,0.65,0.555555556,0.375,0.416666667,0.527777778,0.061728395,0.76,2,4.604949123,0.361491434,1.067264445,-0.096161219,-2.354856707,1.344426035,-0.242917202,0.487730823,0.158350457,0.845911761,0.980634151,0.564123973,0.130843134,1.161819026,0.234094778,-0.500051162,-0.054156329,0,0,1,0
1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.622222222,0.6,0.55,0.45,0.481481481,0.1875,0.388888889,0.305555556,0.049382716,0.72,2,2.059935463,-2.997771716,1.889676362,1.054486017,0.792843475,-0.348547291,0.107870611,-0.234650391,-1.896167201,1.469906877,-1.008008854,-0.071818492,1.05521425,-0.194008907,-0.852454437,0.417324299,-0.36574859,0,0,1,0
1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0.377777778,0.377777778,0.25,0.3,0.160493827,0,0,0.111111111,0.086419753,0.56,1,-3.240520833,-3.210082622,-0.47876583,-1.72298816,1.168222898,0.750740236,1.095559372,1.364301462,0.03659854,-0.486515845,-0.042302905,0.464413258,0.299388762,-0.642034878,1.134374767,2.350132647,-0.423025539,0,1,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.755555556,0.755555556,0.7,0.7,0.654320988,0.5625,0.583333333,0.583333333,0.074074074,0.84,3,6.781540075,0.013267332,1.129527218,0.113090125,-0.017805881,0.548226721,1.83040146,0.953491887,-0.08288853,-0.051025706,1.02624155,-0.086094706,-0.179200362,0.074493474,-0.341651475,-1.38346804,0.119620202,0,0,0,1
1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0.688888889,0.666666667,0.6,0.6,0.580246914,0.375,0.472222222,0.5,0.061728395,0.76,2,4.880727186,-0.702434181,0.38822082,1.693301294,-1.030892361,2.149431269,-0.150897046,-0.466892079,0.356109107,-0.524885,0.369367894,0.520777192,-1.087433156,0.207511308,0.546815381,0.461233311,0.301771313,0,0,1,0
1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0.466666667,0.466666667,0.4,0.4,0.209876543,0,0.111111111,0.111111111,0.061728395,0.68,1,-0.461014184,-0.230744793,-2.867500952,-0.300622284,1.463450886,-1.48401435,-2.499130667,-1.39749356,-0.800427623,0.006961194,0.875613466,-1.356133365,-0.015975039,1.207033391,-1.554790276,-0.288406912,-0.282174214,0,1,0,0
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.822222222,0.822222222,0.75,0.75,0.75308642,0.5625,0.666666667,0.666666667,0.037037037,0.88,3,8.298535985,-1.258575543,1.839874095,-0.485752941,-0.25749933,0.298453696,-0.405077371,0.695194952,-1.023351834,0.692588796,-1.03683926,0.532194569,-1.244631972,0.66520548,0.834338119,-0.1732937,0.499076409,0,0,0,1
